iter	TotalF1	MultiClass
352	0.8912949849	0.2953722952
353	0.891199552	0.2949517547
354	0.891199552	0.2946183972
355	0.8917535213	0.2940967746
356	0.8918587051	0.2937925049
357	0.8925407515	0.2934796279
358	0.8928550445	0.2932071776
359	0.8931470668	0.2928790466
360	0.8933126883	0.2924671734
361	0.8929632251	0.2920924227
362	0.8927943443	0.2918345677
363	0.8929700505	0.2914928524
364	0.8930808419	0.291171501
365	0.8932562161	0.2907502407
366	0.8934797249	0.2904665153
367	0.8934232318	0.2903280964
368	0.8933126883	0.2898101525
369	0.893825386	0.2895091517
370	0.893611758	0.2891825197
371	0.893611758	0.2890142253
372	0.8942886855	0.2886631145
373	0.8940367272	0.28831433
374	0.8938700092	0.2879889571
375	0.8937865954	0.2877971981
376	0.8941500099	0.2875933389
377	0.8939747837	0.2873909899
378	0.8947506301	0.2871014472
379	0.894325321	0.2868892351
380	0.8945870971	0.286585198
381	0.8948438031	0.2861050583
382	0.8952825168	0.28585231
383	0.8948453576	0.2854805546
384	0.8949285862	0.2853295048
385	0.8944835778	0.2851508091
386	0.8944835778	0.2850112073
387	0.8956342533	0.2847302199
388	0.8958080247	0.2843025163
389	0.8965886003	0.2839247162
390	0.8969179785	0.2835330892
391	0.8969179785	0.2832181425
392	0.8969271666	0.282757458
393	0.8970820579	0.2824856774
394	0.8975108286	0.2820683755
395	0.8980747081	0.2816449404
396	0.8982486138	0.2813596528
397	0.8984133817	0.2811950079
398	0.8984159778	0.2809775556
399	0.8983384617	0.2806646197
400	0.8981749047	0.2804703633
401	0.8978345392	0.2802941072
402	0.8978331767	0.2797694027
403	0.8980025231	0.2795218438
404	0.8981735638	0.2793386572
405	0.8981059253	0.2789195541
406	0.8982835767	0.2786022664
407	0.8986181685	0.2784034997
408	0.8985356786	0.277894051
409	0.8986135686	0.2777331629
410	0.8989429939	0.2775466498
411	0.89884991	0.2772920025
412	0.8992812071	0.2770118259
413	0.8994455009	0.2766967847
414	0.8998725815	0.2764121032
415	0.8996263695	0.276240282
416	0.9000429587	0.2759673248
417	0.9001159553	0.2756200741
418	0.9002155188	0.2753309741
419	0.9001409329	0.2750034848
420	0.9000527539	0.2748140548
421	0.8999707219	0.274582989
422	0.900386825	0.2742119853
423	0.900638569	0.2737768391
424	0.9006433135	0.2735443502
425	0.9008580704	0.2733245992
426	0.9008580704	0.2729809401
427	0.9010215837	0.272662337
428	0.9014447087	0.2724182777
429	0.9014519736	0.2721495179
430	0.9015252309	0.2717098212
431	0.9015336222	0.2713641767
432	0.9017166968	0.2711049608
433	0.901879971	0.2709511758
434	0.9015532843	0.2706312776
435	0.9019626394	0.2702656426
436	0.9022151057	0.2700226925
437	0.9021447312	0.2697141082
438	0.9024708597	0.2693580574
439	0.9025477426	0.2690549849
440	0.9030509805	0.2687613498
441	0.9037208042	0.2685013661
442	0.9041364864	0.2680132492
443	0.9044417399	0.2676012544
444	0.9045227064	0.2672910317
445	0.9047056319	0.2668872977
446	0.9050385725	0.2665489933
447	0.9049853316	0.2661767233
448	0.9050757143	0.2658743006
449	0.9052507052	0.2655907924
450	0.9056448996	0.2650625951
451	0.9055757682	0.2647959354
452	0.906048263	0.2644130887
453	0.9062832908	0.2641637494
454	0.9065135294	0.2638904368
455	0.9064398343	0.2635831875
456	0.9064398343	0.2633461644
457	0.9060305391	0.2630409474
458	0.9065765548	0.2627647454
459	0.9067716802	0.2625032607
460	0.9069671253	0.2621229365
461	0.9069954063	0.2618600337
462	0.9073043808	0.2616388351
463	0.9073856392	0.2613871329
464	0.9071436009	0.2612261857
465	0.9081432973	0.2609087611
466	0.9078176475	0.2606362117
467	0.9081218535	0.2602470504
468	0.9080515854	0.2600075035
469	0.9080659691	0.2595637153
470	0.9084440227	0.2591942606
471	0.9081941311	0.2590462192
472	0.9081140254	0.2586155938
473	0.9079864911	0.2583599946
474	0.9085190311	0.2581343301
475	0.90854086	0.2578769308
476	0.9086737451	0.257696654
477	0.9090980838	0.2574924065
478	0.9090195717	0.2573681825
479	0.9092469915	0.2570626063
480	0.9094914023	0.2569027978
481	0.9093351898	0.2566172769
482	0.9098230125	0.2561921553
483	0.9100387316	0.2558891143
484	0.9102024917	0.2557314428
485	0.9102063907	0.2555030781
486	0.9107738938	0.2551564284
487	0.911017332	0.2549411145
488	0.9111758864	0.2547014769
489	0.9111683379	0.2544853633
490	0.9110856236	0.2542420933
491	0.9112445244	0.2539332414
492	0.911573463	0.2536764329
493	0.9114426514	0.2532254794
494	0.9119082097	0.2529060156
495	0.9115102675	0.2526824257
496	0.9116406311	0.2524145195
497	0.9119873014	0.25207214
498	0.9121285752	0.2518485796
499	0.9120491292	0.2516009356
500	0.9120487763	0.2514492458
501	0.912289875	0.2510235399
502	0.9126107789	0.2508009491
503	0.9126107789	0.2505190642
504	0.9126720428	0.2503735276
505	0.9130716899	0.2500639895
506	0.9133120833	0.2498249231
507	0.9131597052	0.2496812598
508	0.9129431493	0.2492655655
509	0.9134947192	0.2490152685
510	0.913576904	0.248859252
511	0.9134156134	0.2486864897
512	0.9139563345	0.2483529339
513	0.9145140349	0.2481249551
514	0.9145929106	0.2480416693
515	0.9142753428	0.2477743934
516	0.9141942721	0.2474936422
517	0.9142732654	0.2473121321
518	0.9145916479	0.2470507816
519	0.9147804872	0.2467179781
520	0.9145437883	0.2465822508
521	0.9148584212	0.2464286435
522	0.9153312556	0.2460208506
523	0.9158635435	0.2457102207
524	0.9161769193	0.2453780916
525	0.9162552764	0.245283772
526	0.9161036283	0.2450245775
527	0.916422822	0.244688828
528	0.9166602232	0.2442769526
529	0.9165011251	0.2441711432
530	0.9170583785	0.2439327251
531	0.9169029559	0.2435929388
532	0.9171367898	0.2433692916
533	0.9170634281	0.2431092345
534	0.9170637709	0.243020467
535	0.9176720671	0.2426462491
536	0.917512026	0.2423702889
537	0.9175345326	0.242125554
538	0.9175368813	0.2418831699
539	0.9180074708	0.2414897281
540	0.9180876331	0.2412615158
541	0.9182448028	0.2410940147
542	0.9183241373	0.240855414
543	0.9187141036	0.2407778027
544	0.9187152391	0.2406036703
545	0.9186383631	0.240432191
546	0.9184021918	0.2401989845
547	0.9187141036	0.2399164514
548	0.9187212367	0.2396509237
549	0.9191316032	0.2392329857
550	0.9189757644	0.2390807901
551	0.9191316032	0.2388864994
552	0.9192881565	0.2386859076
553	0.9193630586	0.2384556712
554	0.9196799154	0.2382276829
555	0.9199120068	0.2378644012
556	0.9202238814	0.2377459443
557	0.9203788798	0.2373903701
558	0.9203011018	0.2371819434
559	0.9203201749	0.2369617938
560	0.9207707975	0.2367343539
561	0.9206933724	0.2363785914
562	0.9208279608	0.2360763199
563	0.9207520298	0.235906031
564	0.9209869092	0.2357723845
565	0.921219067	0.2353898918
566	0.9209853711	0.2352702909
567	0.9211412095	0.2350142333
568	0.9210638236	0.2348475434
569	0.9215286973	0.2345127328
570	0.9215316248	0.2342056008
571	0.9215892552	0.2340073191
572	0.9215892552	0.2337280447
573	0.9218024666	0.2333472465
574	0.9218024666	0.2329436279
575	0.9218797892	0.2327357225
576	0.922115226	0.2325807851
577	0.9222716327	0.2323849714
578	0.9222715296	0.2322284911
579	0.9222706994	0.2320879398
580	0.9225216844	0.2317505219
581	0.9229067829	0.2315115538
582	0.9230606156	0.2313261178
583	0.9229836402	0.2311280472
584	0.9231374878	0.2308155955
585	0.9233693343	0.2306913912
586	0.9233511812	0.2305540521
587	0.9235061046	0.2304496484
588	0.9239718212	0.2300147142
589	0.9237396846	0.2299357698
590	0.9238173246	0.2296752197
591	0.9238956465	0.2293743931
592	0.9239698629	0.2291018629
593	0.9239699093	0.2288828227
594	0.9240477779	0.228659352
595	0.9238942697	0.2285280849
596	0.9242029093	0.2282895373
597	0.9242802843	0.2280631005
598	0.9247390389	0.22778591
599	0.924967051	0.2276511803
600	0.9248920482	0.2275258444
601	0.9252753987	0.2271295857
602	0.9249676822	0.2268867338
603	0.9249676822	0.2267906108
604	0.9251979999	0.2267293272
605	0.9252938736	0.2264516646
606	0.9252929605	0.2261548258
607	0.9253702645	0.2259873609
608	0.9255242969	0.2258226839
609	0.9258306448	0.2256637264
610	0.925753734	0.2254715512
611	0.9256774427	0.2253038797
612	0.925753734	0.2249337101
613	0.9260425258	0.2244977002
614	0.9264243374	0.2242415487
615	0.9264250594	0.2240851087
616	0.9267293584	0.2236124656
617	0.9268813555	0.2234003748
618	0.92680464	0.2233170357
619	0.9269579295	0.2230069054
620	0.926941864	0.2226177158
621	0.926941864	0.222448075
622	0.9267869392	0.2222645574
623	0.9270159312	0.2220139294
624	0.9271691953	0.2218004817
625	0.9269394999	0.2216888778
626	0.927244603	0.2214944897
627	0.9273210422	0.2210458807
628	0.927396923	0.2208957575
629	0.9277768699	0.2206851613
630	0.9277764721	0.2204196559
631	0.9280067491	0.2201794686
632	0.9282339187	0.2199586052
633	0.9282339187	0.219832948
634	0.9284624586	0.2195899478
635	0.9286151029	0.2193576063
636	0.928674078	0.219173595
637	0.9283702406	0.2190421669
638	0.9289170142	0.2187310989
639	0.9294468505	0.2184285657
640	0.9292948946	0.2182464284
641	0.9291436598	0.2180601134
642	0.9295204981	0.2178514277
643	0.9295955778	0.2175481835
644	0.9297463555	0.2173639996
645	0.9298979921	0.2171486676
646	0.9301241354	0.2169343758
647	0.9304250559	0.2168135169
648	0.9300486666	0.2167252858
649	0.9301259972	0.2164723956
650	0.9300505913	0.2163555926
651	0.9302612788	0.2159896655
652	0.9304119888	0.2158760949
653	0.9304875062	0.2157747869
654	0.9305612025	0.2155588028
655	0.9311630023	0.2151357113
656	0.931162589	0.2149516679
657	0.9312376851	0.214816237
658	0.9313889793	0.2146413699
659	0.9314637748	0.2144728062
660	0.9315382739	0.2142627507
661	0.9314637994	0.2139276677
662	0.9315391249	0.2137150148
663	0.9316141029	0.2135323312
664	0.9319887797	0.2133449806
665	0.9319138991	0.213212848
666	0.9318389911	0.212994543
667	0.9317638555	0.2126842381
668	0.9316134868	0.2125760587
669	0.9316134868	0.2124025896
670	0.9318384522	0.2122406313
671	0.9320631713	0.2119673896
672	0.9319882923	0.2117932244
673	0.9322878882	0.2113840896
674	0.9323626618	0.2112375208
675	0.9323626618	0.2110522845
676	0.9322878882	0.210946024
677	0.932586632	0.210747717
678	0.9324371623	0.2105497806
679	0.9327359932	0.2102995017
680	0.9326620069	0.2100433775
681	0.9327363822	0.2097478181
682	0.932886262	0.2095220455
683	0.933035581	0.2091778171
684	0.9332587872	0.2089928395
685	0.9333336156	0.2088971881
686	0.9332590487	0.2087632558
687	0.9334822864	0.2084890288
688	0.933258422	0.2082852996
689	0.9336312895	0.2081946326
690	0.9339286041	0.2079821404
691	0.9339286041	0.2078117671
692	0.933705295	0.2076063268
693	0.9337797582	0.2074517905
694	0.9337797582	0.2072500507
695	0.9337797582	0.2069761097
696	0.9337797582	0.206859998
697	0.9338541946	0.2067061972
698	0.9337794836	0.2066214547
699	0.9343752741	0.2064757092
700	0.9344504171	0.2062661066
701	0.9346731066	0.2062127508
702	0.9347459428	0.2060027753
703	0.9345232473	0.205836894
704	0.9345232473	0.2056384803
705	0.9345229237	0.2054480559
706	0.93482055	0.2053226998
707	0.9351913467	0.2050899494
708	0.9355628705	0.2049441572
709	0.9356366336	0.2047195324
710	0.9359323852	0.2045445055
711	0.9357840154	0.2042923302
712	0.9359320303	0.2042119559
713	0.9365970186	0.2039497672
714	0.9366707965	0.2038720213
715	0.9366703237	0.2037248141
716	0.9364493842	0.2034423003
717	0.9364497853	0.2032077362
718	0.9365234975	0.203020317
719	0.9365957754	0.2028403258
720	0.9366707965	0.202717338
721	0.9365954964	0.2024893657
722	0.9367435034	0.2023760444
723	0.9366689801	0.2023135022
724	0.9373326335	0.2022140868
725	0.9372594289	0.2017153507
726	0.9373322587	0.2014009199
727	0.9374784987	0.2012163324
728	0.9378470747	0.2010439973
729	0.9379205199	0.2009043899
730	0.9376997163	0.2008141095
731	0.9377738718	0.2006182965
732	0.9379939393	0.2003749188
733	0.9379939393	0.2001831237
734	0.9384338667	0.2000041088
735	0.9385065901	0.1998816154
736	0.938725431	0.1997641963
737	0.9388710982	0.1996452889
738	0.9386510892	0.1994630537
739	0.9385787367	0.1993518907
740	0.9383589385	0.1991976471
741	0.9383588699	0.1990539061
742	0.9387253678	0.1987830619
743	0.9387253678	0.1985342691
744	0.938651669	0.1983307239
745	0.9388716436	0.1982447161
746	0.9386509892	0.1981595347
747	0.9393089752	0.1978964775
748	0.9393820793	0.1977160315
749	0.9395279948	0.1976024286
750	0.9396733527	0.1974536861
751	0.9396012118	0.1972957599
752	0.9397473942	0.1971839039
753	0.9397473889	0.1970664858
754	0.939965624	0.1968315567
755	0.9400386284	0.1965957899
756	0.9401846928	0.1963102193
757	0.9401841594	0.1961266214
758	0.9401121385	0.1959012409
759	0.9400391621	0.1957220243
760	0.9401259226	0.1954114498
761	0.9403301565	0.1950560936
762	0.9403439131	0.1948285556
763	0.9404888585	0.1946888715
764	0.9407074213	0.1945434008
765	0.9406213214	0.194406104
766	0.9408389435	0.1942685342
767	0.9407621025	0.1939761482
768	0.9406893961	0.1938249246
769	0.9411267642	0.1935734505
770	0.9410536133	0.1934329396
771	0.9412004035	0.1932162186
772	0.9416366876	0.1930057244
773	0.9417815812	0.1928766772
774	0.941924655	0.1927237661
775	0.9418531769	0.1926205168
776	0.9419258265	0.1924962772
777	0.941707397	0.1923564397
778	0.9421416651	0.1921900275
779	0.9419231959	0.192019956
780	0.9421416651	0.1917152848
781	0.9423594902	0.1916035397
782	0.9423594902	0.1914422201
783	0.9424320488	0.1913414204
784	0.9424320488	0.1911464292
785	0.9425045826	0.1910088046
786	0.9425759578	0.1909022576
787	0.9427917771	0.1906147325
788	0.9429371196	0.190398592
789	0.9430095336	0.1902678711
790	0.9431536516	0.1902041357
791	0.9433706776	0.1900818236
792	0.9434418403	0.1898993909
793	0.9432983602	0.1898037031
794	0.9432971769	0.1895044041
795	0.943658651	0.1893729859
796	0.943586908	0.1891663834
797	0.9435864053	0.1890290449
798	0.943658651	0.1888873954
799	0.9437318959	0.1887404618
800	0.943948333	0.1886329956
801	0.943948333	0.1885392995
802	0.943804066	0.1883550837
803	0.944019512	0.1882861716
804	0.943948333	0.1881800791
805	0.9440199113	0.1880232819
806	0.943947788	0.1878699509
807	0.9436590503	0.1876119799
808	0.9437312715	0.1875337168
809	0.9438034681	0.1873063208
810	0.9441631933	0.1870793768
811	0.9442342607	0.1868062655
812	0.9442342607	0.1865948526
813	0.9444481332	0.1864407054
814	0.9443766278	0.1862093537
815	0.9445181928	0.1859231422
816	0.94473438	0.1858322511
817	0.9446623419	0.1857408322
818	0.9447340782	0.1855962226
819	0.9447340782	0.1854464372
820	0.9445902795	0.1852754987
821	0.9447329577	0.1851241527
822	0.9449490052	0.1849430919
823	0.9450209724	0.1848537269
824	0.9450209724	0.1847491502
825	0.9451648343	0.1845985926
826	0.9450929155	0.1844763216
827	0.9451648343	0.1843640847
828	0.9452346948	0.1842347857
829	0.9453066177	0.1840432901
830	0.9453066177	0.1838871323
831	0.9452346948	0.1837790442
832	0.9454529046	0.1833235567
833	0.9455247028	0.1831247019
834	0.9455252107	0.1829639324
835	0.9456663739	0.1828874617
836	0.9455222415	0.182743551
837	0.9458087595	0.1825732523
838	0.9458099105	0.1822848599
839	0.9458099105	0.182139833
840	0.9457381542	0.1817305507
841	0.9458810217	0.1815380193
842	0.9460244663	0.1814632125
843	0.9463085486	0.1811375403
844	0.9463085486	0.1809858695
845	0.9461661008	0.1808672089
846	0.9461652	0.1807059614
847	0.9464478479	0.1806260554
848	0.9463085486	0.1804421549
849	0.9467328849	0.1801982745
850	0.946593833	0.180013951
851	0.9469476099	0.1799166034
852	0.9470176086	0.1797649305
853	0.9473011836	0.1796906539
854	0.9474424561	0.1795699853
855	0.9472279206	0.179323223
856	0.9472279206	0.1792701222
857	0.9471563612	0.1790787493
858	0.947369129	0.179003779
859	0.9473685535	0.1788020834
860	0.9474400952	0.1787290387
861	0.9474419382	0.1785119422
862	0.9474407379	0.1784456738
863	0.9473704223	0.1783407627
864	0.9472988827	0.1782080664
865	0.9474412397	0.1780810329
866	0.9475113897	0.1780258566
867	0.9475824346	0.1778307173
868	0.9477968579	0.1775900685
869	0.9479396883	0.1772844029
870	0.9482952382	0.1771594742
871	0.9482944681	0.1769920687
872	0.948505218	0.1768782329
873	0.948505218	0.1767496877
874	0.9483648633	0.1765528069
875	0.9482812863	0.1763690707
876	0.9482812863	0.1762889662
877	0.9481370623	0.1761433855
878	0.9482799248	0.1759672649
879	0.9487045844	0.1757414448
880	0.9489896649	0.1756553705
881	0.9488471717	0.175500466
882	0.9489220082	0.1753247098
