iter	Passed	Remaining
512	4306	4087
513	4315	4080
514	4326	4074
515	4338	4069
516	4349	4063
517	4364	4061
518	4374	4053
519	4383	4046
520	4395	4041
521	4405	4034
522	4414	4025
523	4424	4018
524	4431	4009
525	4438	3999
526	4445	3990
527	4453	3980
528	4460	3971
529	4467	3961
530	4474	3951
531	4481	3942
532	4488	3932
533	4495	3922
534	4502	3913
535	4509	3904
536	4517	3894
537	4526	3886
538	4533	3877
539	4541	3868
540	4548	3859
541	4555	3849
542	4562	3840
543	4569	3830
544	4576	3820
545	4583	3811
546	4590	3801
547	4597	3792
548	4604	3782
549	4611	3773
550	4618	3763
551	4626	3754
552	4633	3745
553	4640	3736
554	4648	3726
555	4655	3717
556	4662	3708
557	4669	3699
558	4677	3690
559	4684	3680
560	4691	3671
561	4700	3663
562	4707	3654
563	4714	3644
564	4721	3635
565	4729	3626
566	4735	3616
567	4742	3607
568	4749	3597
569	4756	3588
570	4764	3579
571	4771	3570
572	4778	3561
573	4786	3552
574	4793	3542
575	4800	3534
576	4808	3524
577	4815	3515
578	4822	3506
579	4829	3497
580	4836	3488
581	4844	3479
582	4851	3470
583	4858	3460
584	4866	3452
585	4873	3443
586	4881	3434
587	4890	3426
588	4898	3418
589	4906	3409
590	4914	3401
591	4924	3394
592	4933	3386
593	4940	3377
594	4948	3368
595	4955	3359
596	4962	3350
597	4970	3341
598	4977	3332
599	4985	3323
600	4992	3314
601	5000	3305
602	5007	3296
603	5014	3287
604	5022	3279
605	5030	3270
606	5037	3261
607	5045	3252
608	5052	3244
609	5060	3235
610	5068	3226
611	5075	3217
612	5083	3209
613	5092	3201
614	5099	3192
615	5106	3183
616	5114	3174
617	5122	3166
618	5129	3157
619	5137	3148
620	5145	3140
621	5152	3131
622	5159	3122
623	5167	3113
624	5174	3104
625	5182	3096
626	5190	3087
627	5198	3079
628	5205	3070
629	5213	3061
630	5221	3053
631	5228	3044
632	5237	3036
633	5245	3027
634	5256	3021
635	5264	3012
636	5272	3004
637	5279	2995
638	5286	2986
639	5294	2978
640	5301	2969
641	5309	2960
642	5316	2951
643	5324	2943
644	5332	2934
645	5339	2925
646	5347	2917
647	5354	2908
648	5362	2900
649	5369	2891
650	5377	2882
651	5385	2874
652	5392	2865
653	5400	2857
654	5407	2848
655	5415	2839
656	5423	2831
657	5430	2822
658	5440	2815
659	5449	2807
660	5457	2798
661	5464	2790
662	5472	2781
663	5480	2773
664	5488	2764
665	5496	2756
666	5504	2748
667	5512	2739
668	5520	2731
669	5527	2722
670	5535	2713
671	5542	2705
672	5549	2696
673	5557	2688
674	5565	2679
675	5572	2670
676	5580	2662
677	5587	2653
678	5595	2645
679	5603	2636
680	5610	2628
681	5618	2619
682	5626	2611
683	5633	2602
684	5641	2594
685	5648	2585
686	5656	2577
687	5663	2568
688	5671	2559
689	5678	2551
690	5686	2542
691	5695	2535
692	5703	2526
693	5711	2518
694	5718	2509
695	5726	2501
696	5733	2492
697	5741	2484
698	5748	2475
699	5756	2467
700	5764	2458
701	5771	2450
702	5779	2441
703	5787	2433
704	5794	2424
705	5802	2416
706	5809	2407
707	5817	2399
708	5825	2390
709	5833	2382
710	5841	2374
711	5848	2365
712	5856	2357
713	5864	2348
714	5871	2340
715	5880	2332
716	5889	2324
717	5897	2316
718	5906	2308
719	5915	2300
720	5923	2292
721	5931	2283
722	5939	2275
723	5946	2267
724	5954	2258
725	5962	2250
726	5970	2241
727	5979	2234
728	5987	2225
729	5995	2217
730	6003	2209
731	6011	2201
732	6020	2192
733	6029	2184
734	6038	2177
735	6056	2172
736	6064	2164
737	6074	2156
738	6082	2148
739	6090	2139
740	6097	2131
741	6105	2122
742	6113	2114
743	6120	2105
744	6128	2097
745	6136	2089
746	6143	2080
747	6151	2072
748	6159	2064
749	6168	2056
750	6176	2047
751	6184	2039
752	6192	2031
753	6199	2022
754	6208	2014
755	6216	2006
756	6223	1997
757	6231	1989
758	6240	1981
759	6247	1973
760	6255	1964
761	6263	1956
762	6271	1947
763	6279	1939
764	6286	1931
765	6294	1922
766	6301	1914
767	6309	1905
768	6317	1897
769	6324	1889
770	6332	1880
771	6340	1872
772	6347	1864
773	6355	1855
774	6362	1847
775	6369	1838
776	6377	1830
777	6384	1821
778	6392	1813
779	6400	1805
780	6407	1796
781	6415	1788
782	6423	1780
783	6431	1771
784	6439	1763
785	6446	1755
786	6454	1746
787	6461	1738
788	6469	1730
789	6478	1722
790	6485	1713
791	6492	1705
792	6500	1696
793	6507	1688
794	6515	1680
795	6522	1671
796	6529	1663
797	6537	1654
798	6544	1646
799	6552	1638
800	6560	1629
801	6567	1621
802	6575	1613
803	6582	1604
804	6590	1596
805	6597	1588
806	6605	1579
807	6612	1571
808	6620	1563
809	6627	1554
810	6635	1546
811	6644	1538
812	6659	1531
813	6674	1525
814	6689	1518
815	6704	1511
816	6718	1504
817	6730	1497
818	6742	1490
819	6754	1482
820	6764	1474
821	6778	1467
822	6792	1460
823	6808	1454
824	6824	1447
825	6841	1441
826	6861	1435
827	6873	1427
828	6882	1419
829	6890	1411
830	6898	1402
831	6906	1394
832	6913	1386
833	6921	1377
834	6928	1369
835	6936	1360
836	6943	1352
837	6950	1343
838	6958	1335
839	6965	1326
840	6972	1318
841	6980	1309
842	6987	1301
843	6994	1292
844	7002	1284
845	7009	1276
846	7017	1267
847	7025	1259
848	7032	1250
849	7040	1242
850	7048	1234
851	7055	1225
852	7062	1217
853	7070	1208
854	7078	1200
855	7089	1192
856	7097	1184
857	7104	1175
858	7111	1167
859	7119	1159
860	7127	1150
861	7134	1142
862	7143	1133
863	7150	1125
864	7158	1117
865	7166	1108
866	7173	1100
867	7180	1092
868	7188	1083
869	7195	1075
870	7202	1066
871	7210	1058
872	7217	1049
873	7224	1041
874	7231	1033
875	7238	1024
876	7245	1016
877	7253	1007
878	7264	999
879	7272	991
880	7280	983
881	7287	974
882	7294	966
883	7302	958
884	7314	950
885	7331	943
886	7344	935
887	7355	927
888	7369	920
889	7383	912
890	7396	904
891	7410	897
892	7423	889
893	7437	881
894	7455	874
895	7464	866
896	7473	858
897	7480	849
898	7487	841
899	7494	832
900	7502	824
901	7509	815
902	7516	807
903	7524	799
904	7531	790
905	7539	782
906	7546	773
907	7553	765
908	7560	756
909	7568	748
910	7576	740
911	7586	732
912	7593	723
913	7601	715
914	7608	706
915	7616	698
916	7623	690
917	7630	681
918	7638	673
919	7645	664
920	7652	656
921	7659	647
922	7667	639
923	7675	631
924	7682	622
925	7690	614
926	7697	606
927	7704	597
928	7711	589
929	7718	580
930	7726	572
931	7734	564
932	7741	555
933	7748	547
934	7755	539
935	7762	530
936	7769	522
937	7777	514
938	7784	505
939	7791	497
940	7798	488
941	7805	480
942	7817	472
943	7829	464
944	7836	456
945	7844	447
946	7853	439
947	7861	431
948	7868	422
949	7876	414
950	7883	406
951	7891	397
952	7898	389
953	7906	381
954	7913	372
955	7921	364
956	7928	356
957	7936	347
958	7943	339
959	7951	331
960	7958	322
961	7965	314
962	7972	306
963	7980	298
964	7987	289
965	7996	281
966	8005	273
967	8013	264
968	8020	256
969	8027	248
970	8035	239
971	8042	231
972	8049	223
973	8057	215
974	8064	206
975	8071	198
976	8078	190
977	8085	181
978	8092	173
979	8100	165
980	8107	157
981	8114	148
982	8122	140
983	8129	132
984	8136	123
985	8143	115
986	8151	107
987	8159	99
988	8174	90
989	8181	82
990	8188	74
991	8195	66
992	8203	57
993	8210	49
994	8217	41
995	8224	33
996	8231	24
997	8239	16
998	8246	8
999	8254	0
