iter	Passed	Remaining
403	9194	13564
404	9210	13530
405	9226	13499
406	9242	13465
407	9257	13432
408	9274	13400
409	9289	13367
410	9305	13336
411	9320	13302
412	9336	13269
413	9351	13237
414	9367	13204
415	9383	13172
416	9399	13141
417	9414	13107
418	9429	13075
419	9444	13042
420	9459	13010
421	9476	12979
422	9491	12947
423	9507	12915
424	9524	12885
425	9539	12854
426	9555	12823
427	9571	12792
428	9587	12761
429	9603	12730
430	9620	12700
431	9635	12669
432	9650	12637
433	9665	12605
434	9680	12573
435	9699	12547
436	9724	12528
437	9747	12507
438	9771	12487
439	9794	12465
440	9814	12440
441	9835	12417
442	9855	12392
443	9876	12368
444	9896	12342
445	9929	12333
446	9965	12329
447	9992	12312
448	10018	12294
449	10043	12274
450	10067	12255
451	10090	12233
452	10111	12210
453	10133	12186
454	10155	12163
455	10175	12138
456	10195	12114
457	10219	12094
458	10242	12071
459	10265	12050
460	10289	12030
461	10310	12007
462	10345	11999
463	10393	12006
464	10438	12010
465	10485	12015
466	10524	12011
467	10557	12001
468	10595	11996
469	10627	11983
470	10646	11957
471	10662	11927
472	10679	11898
473	10698	11872
474	10714	11842
475	10729	11811
476	10744	11780
477	10760	11750
478	10775	11720
479	10796	11695
480	10818	11673
481	10836	11645
482	10855	11619
483	10871	11590
484	10887	11561
485	10904	11533
486	10921	11505
487	10937	11475
488	10953	11445
489	10969	11416
490	10985	11388
491	11002	11359
492	11017	11330
493	11032	11300
494	11055	11278
495	11081	11260
496	11117	11251
497	11141	11231
498	11161	11206
499	11178	11178
500	11196	11151
501	11210	11121
502	11226	11092
503	11241	11063
504	11258	11035
505	11274	11006
506	11295	10983
507	11312	10956
508	11328	10927
509	11345	10900
510	11360	10871
511	11381	10847
512	11396	10818
513	11413	10791
514	11432	10766
515	11452	10742
516	11478	10723
517	11506	10706
518	11532	10687
519	11548	10659
520	11562	10630
521	11578	10602
522	11593	10573
523	11609	10546
524	11625	10518
525	11640	10490
526	11656	10462
527	11672	10434
528	11686	10405
529	11702	10377
530	11718	10350
531	11735	10323
532	11750	10295
533	11767	10269
534	11784	10242
535	11799	10214
536	11815	10187
537	11831	10160
538	11848	10134
539	11864	10107
540	11883	10082
541	11901	10056
542	11917	10029
543	11933	10002
544	11948	9975
545	11966	9950
546	11982	9923
547	12001	9899
548	12018	9873
549	12034	9846
550	12049	9819
551	12072	9798
552	12091	9773
553	12106	9746
554	12121	9719
555	12138	9693
556	12154	9667
557	12171	9640
558	12187	9614
559	12203	9588
560	12219	9561
561	12234	9534
562	12250	9509
563	12268	9484
564	12288	9461
565	12305	9435
566	12321	9409
567	12336	9382
568	12353	9357
569	12368	9330
570	12383	9304
571	12400	9278
572	12418	9253
573	12433	9227
574	12449	9201
575	12466	9176
576	12483	9151
577	12509	9133
578	12541	9119
579	12568	9101
580	12600	9087
581	12646	9082
582	12697	9082
583	12749	9081
584	12783	9068
585	12828	9063
586	12875	9059
587	12926	9057
588	12962	9045
589	12990	9027
590	13020	9010
591	13050	8994
592	13077	8975
593	13103	8956
594	13130	8937
595	13157	8918
596	13183	8899
597	13212	8882
598	13239	8863
599	13296	8864
600	13326	8847
601	13342	8820
602	13357	8794
603	13373	8767
604	13389	8741
605	13403	8714
606	13418	8687
607	13434	8661
608	13452	8636
609	13469	8611
610	13484	8585
611	13500	8559
612	13516	8533
613	13531	8506
614	13548	8481
615	13564	8455
616	13579	8429
617	13595	8403
618	13611	8377
619	13630	8354
620	13649	8330
621	13666	8305
622	13682	8279
623	13698	8253
624	13715	8229
625	13730	8203
626	13746	8177
627	13762	8152
628	13778	8126
629	13801	8105
630	13827	8086
631	13849	8064
632	13875	8044
633	13899	8024
634	13923	8003
635	13952	7985
636	13973	7963
637	13998	7942
638	14019	7920
639	14035	7894
640	14051	7869
641	14067	7844
642	14085	7820
643	14111	7800
644	14140	7782
645	14164	7761
646	14201	7748
647	14247	7739
648	14294	7730
649	14334	7718
650	14369	7703
651	14408	7690
652	14444	7675
653	14480	7660
654	14511	7643
655	14541	7625
656	14571	7607
657	14593	7585
658	14609	7559
659	14625	7534
660	14640	7508
661	14656	7482
662	14672	7457
663	14687	7432
664	14703	7407
665	14718	7381
666	14735	7356
667	14752	7332
668	14767	7306
669	14783	7281
670	14799	7256
671	14815	7231
672	14830	7205
673	14845	7180
674	14861	7155
675	14876	7130
676	14893	7105
677	14910	7081
678	14928	7057
679	14943	7032
680	14959	7007
681	14975	6982
682	14993	6958
683	15011	6934
684	15026	6910
685	15044	6886
686	15062	6862
687	15088	6842
688	15121	6825
689	15154	6808
690	15192	6793
691	15228	6778
692	15262	6761
693	15290	6741
694	15316	6721
695	15350	6704
696	15391	6690
697	15430	6676
698	15454	6654
699	15479	6634
700	15509	6615
701	15533	6594
702	15557	6572
703	15584	6552
704	15604	6529
705	15631	6509
706	15661	6490
707	15682	6468
708	15698	6443
709	15713	6418
710	15728	6393
711	15744	6368
712	15759	6343
713	15775	6319
714	15790	6294
715	15806	6269
716	15822	6245
717	15840	6221
718	15855	6196
719	15870	6171
720	15887	6148
721	15903	6123
722	15922	6100
723	15938	6076
724	15956	6052
725	15971	6027
726	15990	6004
727	16004	5979
728	16020	5955
729	16035	5931
730	16050	5906
731	16069	5883
732	16091	5861
733	16110	5838
734	16132	5816
735	16155	5794
736	16174	5771
737	16191	5748
738	16208	5724
739	16223	5700
740	16261	5683
741	16292	5665
742	16311	5642
743	16326	5617
744	16341	5593
745	16356	5569
746	16372	5545
747	16386	5520
748	16404	5497
749	16420	5473
750	16434	5449
751	16450	5425
752	16469	5402
753	16484	5378
754	16499	5354
755	16515	5330
756	16529	5306
757	16550	5283
758	16575	5262
759	16605	5243
760	16632	5223
761	16660	5203
762	16685	5182
763	16709	5161
764	16732	5140
765	16756	5118
766	16790	5100
767	16815	5079
768	16838	5058
769	16865	5037
770	16890	5016
771	16916	4995
772	16948	4977
773	16986	4959
774	17026	4943
775	17053	4922
776	17079	4901
777	17106	4881
778	17127	4858
779	17151	4837
780	17186	4819
781	17218	4800
782	17250	4780
783	17280	4760
784	17313	4741
785	17344	4722
786	17376	4702
787	17407	4683
788	17441	4664
789	17471	4644
790	17501	4624
791	17530	4603
792	17561	4584
793	17591	4564
794	17627	4545
795	17662	4526
796	17695	4507
797	17726	4487
798	17764	4468
799	17788	4447
800	17817	4426
801	17857	4408
802	17889	4388
803	17921	4368
804	17957	4349
805	17992	4330
806	18021	4310
807	18064	4292
808	18098	4272
809	18130	4252
810	18167	4233
811	18202	4214
812	18230	4193
813	18251	4170
814	18286	4150
815	18319	4130
816	18348	4109
817	18384	4090
818	18418	4070
819	18452	4050
820	18481	4029
821	18512	4008
822	18551	3989
823	18581	3968
824	18612	3948
825	18649	3928
826	18680	3907
827	18711	3886
828	18748	3867
829	18780	3846
830	18812	3825
831	18855	3807
832	18887	3786
833	18913	3764
834	18934	3741
835	18962	3719
836	19003	3700
837	19038	3680
838	19074	3660
839	19108	3639
840	19147	3620
841	19177	3598
842	19201	3576
843	19235	3555
844	19269	3534
845	19302	3513
846	19336	3492
847	19369	3471
848	19401	3450
849	19432	3429
850	19470	3409
851	19499	3387
852	19532	3366
853	19562	3344
854	19596	3323
855	19622	3301
856	19644	3277
857	19687	3258
858	19734	3239
859	19778	3219
860	19813	3198
861	19842	3176
862	19877	3155
863	19901	3132
864	19927	3110
865	19948	3086
866	19969	3063
867	19992	3040
868	20023	3018
869	20050	2996
870	20073	2973
871	20099	2950
872	20127	2928
873	20152	2905
874	20187	2883
875	20215	2861
876	20244	2839
877	20269	2816
878	20292	2793
879	20312	2769
880	20328	2745
881	20345	2721
882	20361	2697
883	20378	2674
884	20395	2650
885	20412	2626
886	20427	2602
887	20444	2578
888	20464	2555
889	20487	2532
890	20509	2509
891	20534	2486
892	20556	2463
893	20578	2440
894	20604	2417
895	20625	2393
896	20642	2370
897	20664	2347
898	20693	2324
899	20727	2303
900	20764	2281
901	20804	2260
902	20843	2238
903	20878	2217
904	20915	2195
905	20957	2174
906	20993	2152
907	21019	2129
908	21037	2106
909	21053	2082
910	21069	2058
911	21085	2034
912	21102	2010
913	21122	1987
914	21164	1966
915	21207	1944
916	21244	1922
917	21282	1901
918	21316	1878
919	21332	1854
920	21349	1831
921	21365	1807
922	21382	1783
923	21398	1760
924	21415	1736
925	21431	1712
926	21446	1688
927	21461	1665
928	21476	1641
929	21494	1617
930	21509	1594
931	21526	1570
932	21541	1546
933	21558	1523
934	21572	1499
935	21596	1476
936	21624	1453
937	21662	1431
938	21694	1409
939	21724	1386
940	21751	1363
941	21782	1341
942	21800	1317
943	21817	1294
944	21833	1270
945	21850	1247
946	21867	1223
947	21883	1200
948	21900	1176
949	21918	1153
950	21936	1130
951	21952	1106
952	21968	1083
953	21983	1060
954	22000	1036
955	22016	1013
956	22033	989
957	22049	966
958	22065	943
959	22081	920
960	22096	896
961	22111	873
962	22130	850
963	22145	826
964	22161	803
965	22182	780
966	22217	758
967	22250	735
968	22278	712
969	22313	690
970	22348	667
971	22365	644
972	22381	621
973	22400	597
974	22420	574
975	22439	551
976	22456	528
977	22472	505
978	22489	482
979	22504	459
980	22519	436
981	22536	413
982	22552	390
983	22568	366
984	22583	343
985	22599	320
986	22615	297
987	22633	274
988	22647	251
989	22669	228
990	22691	206
991	22712	183
992	22734	160
993	22764	137
994	22794	114
995	22827	91
996	22859	68
997	22882	45
998	22903	22
999	22928	0
